scientificname,identifiedby_att,correto?,nome_real
Piper caldense,M. Carvalho-Silva,1,Piper caldense
Piper callosum,"Guimarães, EF",1,Piper callosum
Piper callosum,M. Carvalho-Silva,1,Piper callosum
Piper cernuum,D. Monteiro,1,Piper cernuum
Piper cernuum,M. Carvalho-Silva,1,Piper cernuum
Piper cernuum,M. Carvalho-Silva,1,Piper cernuum
Piper cernuum,M. Carvalho-Silva,1,Piper cernuum
Piper cernuum,M. Carvalho-Silva,1,Piper cernuum
Piper cernuum,M. Carvalho-Silva,1,Piper cernuum
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper chimonanthifolium,M. Carvalho-Silva,0,Piper
Piper concinnatoris,"Callejas, R",0,Piper
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper crassinervium,"Callejas, R",1,Piper crassinervium
Piper crassinervium,M. Carvalho-Silva,1,Piper crassinervium
Piper crassinervium,M. Carvalho-Silva,1,Piper crassinervium
Piper crassinervium,M. Carvalho-Silva,1,Piper crassinervium
Piper crassinervium,M. Carvalho-Silva,1,Piper crassinervium
Piper cuyabanum,"Guimarães, EF",1,Piper cuyabanum
Piper cuyabanum,M. Carvalho-Silva,1,Piper cuyabanum
Piper cuyabanum,M. Carvalho-Silva,1,Piper cuyabanum
Piper cuyabanum,"Guimarães, EF",1,Piper cuyabanum
Piper cuyabanum,"Guimarães, EF",1,Piper cuyabanum
Piper cuyabanum,"Guimarães, EF",1,Piper cuyabanum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,M. Carvalho-Silva,1,Piper divaricatum
Piper divaricatum,M. Carvalho-Silva,1,Piper divaricatum
Piper duartei,M. Carvalho-Silva,0,Piper
Piper fuligineum,"Guimarães, EF",1,Piper fuligineum
Piper fuligineum,"Guimarães, EF",1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper fuligineum,M. Carvalho-Silva,1,Piper fuligineum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper guianense,M. Carvalho-Silva,0,Piper
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,M. Carvalho-Silva,1,Piper hispidum
Piper hoffmannseggianum,"Guimarães, EF",1,Piper hoffmannseggianum
Piper hoffmannseggianum,"Guimarães, EF",1,Piper hoffmannseggianum
Piper lanceolatum,M. Carvalho-Silva,0,Piper
Piper lepturum var. angustifolium,"Guimarães, EF",0,Piper
Piper lepturum var. angustifolium,"Guimarães, EF",0,Piper
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lhotzkyanum,M. Carvalho-Silva,1,Piper lhotzkyanum
Piper lhotzkyanum,M. Carvalho-Silva,1,Piper lhotzkyanum
Piper lhotzkyanum,M. Carvalho-Silva,1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper macedoi,T. G. Yuncker,1,Piper macedoi
Piper madeiranum,M. Carvalho-Silva,0,Piper
Piper malacophyllum,M. Carvalho-Silva,1,Piper malacophyllum
Piper malacophyllum,"Guimarães, EF",1,Piper malacophyllum
Piper marginatum,M. Carvalho-Silva,1,Piper marginatum
Piper marginatum,M. Carvalho-Silva,1,Piper marginatum
Piper marginatum,M. Carvalho-Silva,1,Piper marginatum
Piper mikanianum,M. Carvalho-Silva,1,Piper mikanianum
Piper mikanianum,M. Carvalho-Silva,1,Piper mikanianum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper ottonoides,M. Carvalho-Silva,0,Piper
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper ovatum,M. Carvalho-Silva,1,Piper ovatum
Piper regnellii,"Guimarães, EF",1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,"Callejas, R",1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii,M. Carvalho-Silva,1,Piper regnellii
Piper regnellii var. pallescens,M. Carvalho-Silva,0,Piper regnellii
Piper schottii,"Guimarães, EF",0,Piper
Piper solmsianum,"Guimarães, EF",1,Piper solmsianum
Piper solmsianum,D. Monteiro,1,Piper solmsianum
Piper solmsianum,M. Carvalho-Silva,1,Piper solmsianum
Piper solmsianum,M. Carvalho-Silva,1,Piper solmsianum
Piper striatifolium,M. Carvalho-Silva,0,Piper
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,D. Monteiro,1,Piper tectoniifolium
Piper tectoniifolium,"Guimarães, EF",1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,"Callejas, R",1,Piper tectoniifolium
Piper tectoniifolium,"Callejas, R",1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper truncatum,"Callejas, R",0,Piper
Piper truncatum,M. Carvalho-Silva,0,Piper
Piper tuberculatum,D. Monteiro,1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper umbellatum,M. Carvalho-Silva,1,Piper umbellatum
Piper vaginans,M. Carvalho-Silva,0,Piper
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,M. Carvalho-Silva,1,Piper vicosanum
Piper viminifolium,M. Carvalho-Silva,0,Piper
Piper viminifolium,M. Carvalho-Silva,0,Piper
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Peperomia alata,M. Carvalho-Silva,1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia campinasana,M. Carvalho-Silva,1,Peperomia campinasana
Peperomia campinasana,M. Carvalho-Silva,1,Peperomia campinasana
Peperomia circinnata,"Guimarães, EF",1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia glabella,"Guimarães, EF",1,Peperomia glabella
Peperomia loxensis,M. Carvalho-Silva,1,Peperomia loxensis
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Guimarães, EF",1,Peperomia magnoliifolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Peperomia tetraphylla,M. Carvalho-Silva,1,Peperomia tetraphylla
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,M. Carvalho-Silva,1,Peperomia urocarpa
Piper permucronatum,"Guimarães, EF",1,Piper permucronatum
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Callejas, R",1,Piper aduncum
Piper amalago medium,T. G. Yuncker,0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper anisatum,D. Monteiro,0,Piper anisum
Piper anisatum,D. Monteiro,0,Piper anisum
Piper arboreum,T. G. Yuncker,1,Piper arboreum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,D. Monteiro,1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,D. Monteiro,1,Piper caldense
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper dilatatum,"Guimarães, EF",1,Piper dilatatum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper manausense,"Callejas, R",1,Piper manausense
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum,"Guimarães, EF",1,Piper marginatum
Piper marginatum anisatum,T. G. Yuncker,0,Piper marginatum
Piper marginatum anisatum,T. G. Yuncker,0,Piper marginatum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper pubisubmarginalum,D. Monteiro,0,Piper
Piper quadratiovarium,T. G. Yuncker,0,Piper
Piper rhododendrifolium,D. Monteiro,0,Piper
Piper rivinoides,"Guimarães, EF",1,Piper rivinoides
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Piper tuberculatum,"Callejas, R",1,Piper tuberculatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Peperomia alata,M. Carvalho-Silva,1,Peperomia alata
Peperomia alata,M. Carvalho-Silva,1,Peperomia alata
Peperomia alata,M. Carvalho-Silva,1,Peperomia alata
Peperomia alata,M. Carvalho-Silva,1,Peperomia alata
Peperomia alata,M. Carvalho-Silva,1,Peperomia alata
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia arifolia,M. Carvalho-Silva,1,Peperomia arifolia
Peperomia augescens,M. Carvalho-Silva,1,Peperomia augescens
Peperomia balansana,M. Carvalho-Silva,1,Peperomia balansana
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia calophylla,M. Carvalho-Silva,1,Peperomia calophylla
Peperomia campinasana,M. Carvalho-Silva,1,Peperomia campinasana
Peperomia campinasana,M. Carvalho-Silva,1,Peperomia campinasana
Peperomia catharinae,M. Carvalho-Silva,1,Peperomia catharinae
Peperomia catharinae,M. Carvalho-Silva,1,Peperomia catharinae
Peperomia catharinae,M. Carvalho-Silva,1,Peperomia catharinae
Peperomia catharinae,M. Carvalho-Silva,1,Peperomia catharinae
Peperomia catharinae,M. Carvalho-Silva,1,Peperomia catharinae
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia circinnata,M. Carvalho-Silva,1,Peperomia circinnata
Peperomia clivicola,M. Carvalho-Silva,1,Peperomia clivicola
Peperomia corcovadensis,M. Carvalho-Silva,1,Peperomia corcovadensis
Peperomia corcovadensis,M. Carvalho-Silva,1,Peperomia corcovadensis
Peperomia corcovadensis,M. Carvalho-Silva,1,Peperomia corcovadensis
Peperomia dahlstedtii,M. Carvalho-Silva,1,Peperomia dahlstedtii
Peperomia decora,M. Carvalho-Silva,1,Peperomia decora
Peperomia decora var. pilosa,"Guimarães, EF",0,Peperomia decora
Peperomia delicatula,M. Carvalho-Silva,1,Peperomia delicatula
Peperomia delicatula,M. Carvalho-Silva,1,Peperomia delicatula
Peperomia diaphanoides,"Guimarães, EF",1,Peperomia diaphanoides
Peperomia elongata,M. Carvalho-Silva,1,Peperomia elongata
Peperomia elongata,M. Carvalho-Silva,1,Peperomia elongata
Peperomia galioides,"Guimarães, EF",1,Peperomia galioides
Peperomia galioides,M. Carvalho-Silva,1,Peperomia galioides
Peperomia galioides,M. Carvalho-Silva,1,Peperomia galioides
Peperomia galioides,M. Carvalho-Silva,1,Peperomia galioides
Peperomia diaphanoides,"Marcusso, GM",1,Peperomia diaphanoides
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia subternifolia,"Marcusso, GM",1,Peperomia subternifolia
Peperomia obtusifolia,"Marcusso, GM",1,Peperomia obtusifolia
Piper nematanthera,"Marcusso, GM",0,Piper
Piper nematanthera,"Marcusso, GM",0,Piper
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia stroemfeltii,"Marcusso, GM",0,Peperomia
Peperomia arifolia,"Marcusso, GM",1,Peperomia arifolia
Piper amplum,"Marcusso, GM",1,Piper amplum
Peperomia magnoliifolia,"Marcusso, GM",1,Peperomia magnoliifolia
Peperomia pseudoestrellensis,"Marcusso, GM",1,Peperomia pseudoestrellensis
Peperomia pernambucencis,"Marcusso, GM",0,Peperomia
Peperomia sulbahiensis,"Marcusso, GM",0,Peperomia
Piper cuyabanum,"Marcusso, GM",1,Piper cuyabanum
Piper umbellatum,"Marcusso, GM",1,Piper umbellatum
Peperomia turbinata,"Marcusso, GM",0,Peperomia
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia galioides,"Marcusso, GM",1,Peperomia galioides
Peperomia pilicaulis,"Marcusso, GM",0,Peperomia
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia alata,"Marcusso, GM",1,Peperomia alata
Peperomia pilicaulis,"Marcusso, GM",0,Peperomia
Peperomia alata,"Marcusso, GM",1,Peperomia alata
Peperomia pilicaulis,"Marcusso, GM",0,Peperomia
Peperomia alata,"Marcusso, GM",1,Peperomia alata
Peperomia pseudoestrellensis,"Marcusso, GM",1,Peperomia pseudoestrellensis
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia corcovadensis,"Marcusso, GM",1,Peperomia corcovadensis
Peperomia glazioui,"Marcusso, GM",1,Peperomia glazioui
Peperomia glazioui,"Marcusso, GM",1,Peperomia glazioui
Peperomia pseudoestrellensis,"Marcusso, GM",1,Peperomia pseudoestrellensis
Peperomia alata,"Marcusso, GM",1,Peperomia alata
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia obtusifolia,"Marcusso, GM",1,Peperomia obtusifolia
Peperomia catharinae,"Marcusso, GM",1,Peperomia catharinae
Peperomia corcovadensis,"Marcusso, GM",1,Peperomia corcovadensis
Peperomia pseudoestrellensis,"Marcusso, GM",1,Peperomia pseudoestrellensis
Piper mikanianum,"Marcusso, GM",1,Piper mikanianum
Peperomia alata,"Marcusso, GM",1,Peperomia alata
Peperomia mandioccana,"Marcusso, GM",1,Peperomia mandioccana
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia choroniana,"Marcusso, GM",0,Peperomia
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia obtusifolia,"Marcusso, GM",1,Peperomia obtusifolia
Peperomia calcicola,"Marcusso, GM",0,Peperomia
Peperomia obtusifolia,"Marcusso, GM",1,Peperomia obtusifolia
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Piper cernuum,"Marcusso, GM",1,Piper cernuum
Peperomia bernhardiana,"Marcusso, GM",1,Peperomia bernhardiana
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia nitida,"Marcusso, GM",1,Peperomia nitida
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia blanda,"Marcusso, GM",1,Peperomia blanda
Peperomia elongata,"Marcusso, GM",1,Peperomia elongata
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia rotundifolia,"Marcusso, GM",1,Peperomia rotundifolia
Peperomia pereskiaefolia,"Marcusso, GM",1,Peperomia pereskiaefolia
Peperomia catharinae,"Marcusso, GM",1,Peperomia catharinae
Peperomia subternifolia,"Marcusso, GM",1,Peperomia subternifolia
Peperomia tenella,"Marcusso, GM",1,Peperomia tenella
Peperomia hilariana,"Marcusso, GM",1,Peperomia hilariana
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Piper amplum,"Marcusso, GM",1,Piper amplum
Piper richardiifolium,"Marcusso, GM",1,Piper richardiifolium
Piper anisum,"Marcusso, GM",1,Piper anisum
Piper mosenii,"Marcusso, GM",0,Piper
Piper arboreum,"Marcusso, GM",1,Piper arboreum
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Piper richardiifolium,"Marcusso, GM",1,Piper richardiifolium
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia bernhardiana,"Marcusso, GM",1,Peperomia bernhardiana
Peperomia bernhardiana,"Marcusso, GM",1,Peperomia bernhardiana
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
